date	plant	production (tons)	 stored (tons)	delivered (tons)
03/06/2025 11:00	Madrid	3,0992	36,805912	
04/06/2025 11:00	Madrid	3,0396	39,815116	
05/06/2025 11:00	Madrid	2,8906	42,67681	
06/06/2025 11:00	Madrid	3,0992	45,745018	
07/06/2025 11:00	Madrid	2,9502	48,665716	
08/06/2025 11:00	Madrid	2,8906	51,52741	
09/06/2025 11:00	Madrid	2,8906	10,389104	44
10/06/2025 11:00	Madrid	2,8012	13,162292	
11/06/2025 11:00	Madrid	3,0694	16,200998	
12/06/2025 11:00	Madrid	2,8608	19,03319	
13/06/2025 11:00	Madrid	3,129	22,1309	
14/06/2025 11:00	Madrid	3,0396	25,140104	
15/06/2025 11:00	Madrid	3,0694	28,17881	
16/06/2025 11:00	Madrid	3,0992	31,247018	
17/06/2025 11:00	Madrid	3,0396	34,256222	
18/06/2025 11:00	Madrid	2,8608	37,088414	
19/06/2025 11:00	Madrid	2,8608	39,920606	
20/06/2025 11:00	Madrid	2,98	42,870806	
21/06/2025 11:00	Madrid	2,831	45,673496	
22/06/2025 11:00	Madrid	2,98	48,623696	
23/06/2025 11:00	Madrid	2,8906	51,48539	
24/06/2025 11:00	Madrid	2,8608	10,317582	44
25/06/2025 11:00	Madrid	3,0098	13,297284	
26/06/2025 11:00	Madrid	2,8012	16,070472	
27/06/2025 11:00	Madrid	3,0098	19,050174	
28/06/2025 11:00	Madrid	2,98	22,000374	
29/06/2025 11:00	Madrid	2,8608	24,832566	
30/06/2025 11:00	Madrid	2,831	27,635256	
01/07/2025 11:00	Madrid	2,8012	30,408444	
02/07/2025 11:00	Madrid	2,98	33,358644	
03/07/2025 11:00	Madrid	2,8906	36,220338	
04/07/2025 11:00	Madrid	2,8012	38,993526	
05/07/2025 11:00	Madrid	3,1588	42,120738	
06/07/2025 11:00	Madrid	2,8012	44,893926	
07/07/2025 11:00	Madrid	2,8906	47,75562	
08/07/2025 11:00	Madrid	3,0992	50,823828	
09/07/2025 11:00	Madrid	2,9502	9,744526	44
10/07/2025 11:00	Madrid	2,831	12,547216	
11/07/2025 11:00	Madrid	2,831	15,349906	
12/07/2025 11:00	Madrid	2,8906	18,2116	
13/07/2025 11:00	Madrid	2,831	21,01429	
14/07/2025 11:00	Madrid	2,8608	23,846482	
15/07/2025 11:00	Madrid	3,1588	26,973694	
16/07/2025 11:00	Madrid	2,9204	29,86489	
17/07/2025 11:00	Madrid	3,129	32,9626	
18/07/2025 11:00	Madrid	2,9204	35,853796	
19/07/2025 11:00	Madrid	2,9204	38,744992	
20/07/2025 11:00	Madrid	2,9204	41,636188	
21/07/2025 11:00	Madrid	3,0694	44,674894	
22/07/2025 11:00	Madrid	3,0396	47,684098	
23/07/2025 11:00	Madrid	2,8608	50,51629	
24/07/2025 11:00	Madrid	2,8608	9,348482	44
25/07/2025 11:00	Madrid	2,8906	12,210176	
26/07/2025 11:00	Madrid	2,9204	15,101372	
27/07/2025 11:00	Madrid	2,8608	17,933564	
28/07/2025 11:00	Madrid	3,0098	20,913266	
29/07/2025 11:00	Madrid	2,98	23,863466	
30/07/2025 11:00	Madrid	2,98	26,813666	
31/07/2025 11:00	Madrid	2,8608	29,645858	
01/08/2025 11:00	Madrid	2,831	32,448548	
02/08/2025 11:00	Madrid	2,9502	35,369246	
03/08/2025 11:00	Madrid	2,8012	38,142434	
04/08/2025 11:00	Madrid	2,8906	41,004128	
05/08/2025 11:00	Madrid	3,0694	44,042834	
06/08/2025 11:00	Madrid	2,8012	46,816022	
07/08/2025 11:00	Madrid	2,98	49,766222	
08/08/2025 11:00	Madrid	3,0098	8,745924	44
09/08/2025 11:00	Madrid	2,8012	11,519112	
10/08/2025 11:00	Madrid	2,8906	14,380806	
11/08/2025 11:00	Madrid	3,0098	17,360508	
12/08/2025 11:00	Madrid	3,0396	20,369712	
13/08/2025 11:00	Madrid	3,1588	23,496924	
14/08/2025 11:00	Madrid	3,1588	26,624136	
15/08/2025 11:00	Madrid	2,8012	29,397324	
16/08/2025 11:00	Madrid	3,0098	32,377026	
17/08/2025 11:00	Madrid	3,0396	35,38623	
18/08/2025 11:00	Madrid	3,0098	38,365932	
19/08/2025 11:00	Madrid	3,0098	41,345634	
20/08/2025 11:00	Madrid	2,98	44,295834	
21/08/2025 11:00	Madrid	3,0396	47,305038	
22/08/2025 11:00	Madrid	3,0992	50,373246	
23/08/2025 11:00	Madrid	3,0992	9,441454	44
24/08/2025 11:00	Madrid	2,831	12,244144	
25/08/2025 11:00	Madrid	3,1588	15,371356	
26/08/2025 11:00	Madrid	3,129	18,469066	
27/08/2025 11:00	Madrid	2,8012	21,242254	
28/08/2025 11:00	Madrid	2,8012	24,015442	
29/08/2025 11:00	Madrid	3,0396	27,024646	
30/08/2025 11:00	Madrid	3,0694	30,063352	
31/08/2025 11:00	Madrid	2,8906	32,925046	
01/09/2025 11:00	Madrid	3,0694	35,963752	
02/09/2025 11:00	Madrid	3,1588	39,090964	
03/09/2025 11:00	Madrid	2,8608	41,923156	
04/09/2025 11:00	Madrid	2,8608	44,755348	
05/09/2025 11:00	Madrid	2,9502	47,676046	
06/09/2025 11:00	Madrid	2,8012	50,449234	
07/09/2025 11:00	Madrid	2,9502	9,369932	44
08/09/2025 11:00	Madrid	2,8906	12,231626	
09/09/2025 11:00	Madrid	3,0098	15,211328	
10/09/2025 11:00	Madrid	3,0694	18,250034	
11/09/2025 11:00	Madrid	2,98	21,200234	
12/09/2025 11:00	Madrid	2,8012	23,973422	
13/09/2025 11:00	Madrid	2,8906	26,835116	
14/09/2025 11:00	Madrid	2,8012	29,608304	
15/09/2025 11:00	Madrid	2,9502	32,529002	
16/09/2025 11:00	Madrid	2,9502	35,4497	
17/09/2025 11:00	Madrid	3,0396	38,458904	
18/09/2025 11:00	Madrid	2,9204	41,3501	
19/09/2025 11:00	Madrid	2,8608	44,182292	
20/09/2025 11:00	Madrid	3,0694	47,220998	
21/09/2025 11:00	Madrid	3,1588	50,34821	
22/09/2025 11:00	Madrid	3,1588	9,475422	44
23/09/2025 11:00	Madrid	2,8608	12,307614	
24/09/2025 11:00	Madrid	3,0098	15,287316	
25/09/2025 11:00	Madrid	3,0694	18,326022	
26/09/2025 11:00	Madrid	3,1588	21,453234	
27/09/2025 11:00	Madrid	3,0098	24,432936	
28/09/2025 11:00	Madrid	2,8906	27,29463	
29/09/2025 11:00	Madrid	2,8012	30,067818	
30/09/2025 11:00	Madrid	3,129	33,165528	
01/10/2025 11:00	Madrid	3,129	36,263238	
02/10/2025 11:00	Madrid	2,8012	39,036426	
03/10/2025 11:00	Madrid	3,1588	42,163638	
04/10/2025 11:00	Madrid	2,98	45,113838	
05/10/2025 11:00	Madrid	3,0098	48,09354	
06/10/2025 11:00	Madrid	3,0098	51,073242	
07/10/2025 11:00	Madrid	2,8906	9,934936	44
08/10/2025 11:00	Madrid	3,0396	12,94414	
09/10/2025 11:00	Madrid	3,0694	15,982846	
10/10/2025 11:00	Madrid	3,129	19,080556	
11/10/2025 11:00	Madrid	3,0396	22,08976	
12/10/2025 11:00	Madrid	2,831	24,89245	
13/10/2025 11:00	Madrid	2,9204	27,783646	
14/10/2025 11:00	Madrid	2,8012	30,556834	
15/10/2025 11:00	Madrid	3,0098	33,536536	
16/10/2025 11:00	Madrid	2,831	36,339226	
17/10/2025 11:00	Madrid	3,0098	39,318928	
18/10/2025 11:00	Madrid	2,831	42,121618	
19/10/2025 11:00	Madrid	2,9502	45,042316	
20/10/2025 11:00	Madrid	3,0694	48,081022	
21/10/2025 11:00	Madrid	2,9502	51,00172	
22/10/2025 11:00	Madrid	2,8012	9,774908	44
23/10/2025 11:00	Madrid	3,129	12,872618	
24/10/2025 11:00	Madrid	3,0992	15,940826	
25/10/2025 11:00	Madrid	2,8608	18,773018	
26/10/2025 11:00	Madrid	3,0694	21,811724	
27/10/2025 11:00	Madrid	2,831	24,614414	
28/10/2025 11:00	Madrid	3,129	27,712124	
29/10/2025 11:00	Madrid	3,0694	30,75083	
30/10/2025 11:00	Madrid	2,8906	33,612524	
31/10/2025 11:00	Madrid	2,98	36,562724	
01/11/2025 11:00	Madrid	3,0694	39,60143	
02/11/2025 11:00	Madrid	2,8012	42,374618	
03/11/2025 11:00	Madrid	2,9502	45,295316	
04/11/2025 11:00	Madrid	3,0098	48,275018	
05/11/2025 11:00	Madrid	3,0098	51,25472	
06/11/2025 11:00	Madrid	3,0992	10,322928	44
07/11/2025 11:00	Madrid	3,0396	13,332132	
08/11/2025 11:00	Madrid	3,1588	16,459344	
09/11/2025 11:00	Madrid	2,8012	19,232532	
10/11/2025 11:00	Madrid	2,8012	22,00572	
11/11/2025 11:00	Madrid	2,8012	24,778908	
12/11/2025 11:00	Madrid	2,8608	27,6111	
13/11/2025 11:00	Madrid	3,1588	30,738312	
14/11/2025 11:00	Madrid	2,8012	33,5115	
15/11/2025 11:00	Madrid	3,1588	36,638712	
16/11/2025 11:00	Madrid	2,8906	39,500406	
17/11/2025 11:00	Madrid	2,9204	42,391602	
18/11/2025 11:00	Madrid	2,98	45,341802	
19/11/2025 11:00	Madrid	2,9204	48,232998	
20/11/2025 11:00	Madrid	2,8906	51,094692	
21/11/2025 11:00	Madrid	2,8608	9,926884	44
22/11/2025 11:00	Madrid	3,0694	12,96559	
23/11/2025 11:00	Madrid	2,8906	15,827284	
24/11/2025 11:00	Madrid	3,0992	18,895492	
25/11/2025 11:00	Madrid	3,0694	21,934198	
26/11/2025 11:00	Madrid	3,1588	25,06141	
27/11/2025 11:00	Madrid	2,9204	27,952606	
28/11/2025 11:00	Madrid	3,0098	30,932308	
29/11/2025 11:00	Madrid	3,0098	33,91201	
30/11/2025 11:00	Madrid	2,831	36,7147	
01/12/2025 11:00	Madrid	2,831	39,51739	
02/12/2025 11:00	Madrid	3,0992	42,585598	
03/12/2025 11:00	Madrid	3,0396	45,594802	
04/12/2025 11:00	Madrid	3,0992	48,66301	
05/12/2025 11:00	Madrid	2,8608	51,495202	
06/12/2025 11:00	Madrid	2,831	10,297892	44
07/12/2025 11:00	Madrid	3,129	13,395602	
08/12/2025 11:00	Madrid	2,9204	16,286798	
09/12/2025 11:00	Madrid	3,0992	19,355006	
10/12/2025 11:00	Madrid	3,129	22,452716	
11/12/2025 11:00	Madrid	2,831	25,255406	
12/12/2025 11:00	Madrid	2,8608	28,087598	
13/12/2025 11:00	Madrid	3,0992	31,155806	
14/12/2025 11:00	Madrid	3,0396	34,16501	
15/12/2025 11:00	Madrid	3,0992	37,233218	
16/12/2025 11:00	Madrid	3,129	40,330928	
17/12/2025 11:00	Madrid	3,129	43,428638	
18/12/2025 11:00	Madrid	2,98	46,378838	
19/12/2025 11:00	Madrid	2,9204	49,270034	
20/12/2025 11:00	Madrid	2,8608	52,102226	
21/12/2025 11:00	Madrid	3,0694	11,140932	44
22/12/2025 11:00	Madrid	3,0992	14,20914	
23/12/2025 11:00	Madrid	2,9204	17,100336	
24/12/2025 11:00	Madrid	2,98	20,050536	
25/12/2025 11:00	Madrid	2,9502	22,971234	
26/12/2025 11:00	Madrid	3,129	26,068944	
27/12/2025 11:00	Madrid	3,0992	29,137152	
28/12/2025 11:00	Madrid	2,8608	31,969344	
29/12/2025 11:00	Madrid	2,98	34,919544	
30/12/2025 11:00	Madrid	2,831	37,722234	
31/12/2025 11:00	Madrid	3,0396	40,731438	
01/01/2024 11:00	Barcelona	2,9171295	2,85878691	44
02/01/2024 11:00	Barcelona	2,887056	5,68810179	
03/01/2024 11:00	Barcelona	2,947203	8,57636073	
04/01/2024 11:00	Barcelona	2,9772765	11,4940917	
05/01/2024 11:00	Barcelona	3,067497	14,50023876	
06/01/2024 11:00	Barcelona	3,127644	17,56532988	
07/01/2024 11:00	Barcelona	2,8569825	20,36517273	
08/01/2024 11:00	Barcelona	3,127644	23,43026385	
09/01/2024 11:00	Barcelona	2,8569825	26,2301067	
10/01/2024 11:00	Barcelona	3,0374235	29,20678173	
11/01/2024 11:00	Barcelona	2,826909	31,97715255	
12/01/2024 11:00	Barcelona	3,0975705	35,01277164	
13/01/2024 11:00	Barcelona	2,9772765	37,93050261	
14/01/2024 11:00	Barcelona	3,067497	40,93664967	
15/01/2024 11:00	Barcelona	2,826909	43,70702049	
16/01/2024 11:00	Barcelona	2,9772765	2,62475146	44
17/01/2024 11:00	Barcelona	2,887056	5,45406634	
18/01/2024 11:00	Barcelona	2,947203	8,34232528	
19/01/2024 11:00	Barcelona	3,067497	11,34847234	
20/01/2024 11:00	Barcelona	2,9772765	14,26620331	
21/01/2024 11:00	Barcelona	3,067497	17,27235037	
22/01/2024 11:00	Barcelona	2,9772765	20,19008134	
23/01/2024 11:00	Barcelona	3,127644	23,25517246	
24/01/2024 11:00	Barcelona	3,067497	26,26131952	
25/01/2024 11:00	Barcelona	3,00735	29,20852252	
26/01/2024 11:00	Barcelona	2,826909	31,97889334	
27/01/2024 11:00	Barcelona	3,127644	35,04398446	
28/01/2024 11:00	Barcelona	2,826909	37,81435528	
29/01/2024 11:00	Barcelona	3,127644	40,8794464	
30/01/2024 11:00	Barcelona	2,826909	43,64981722	
31/01/2024 11:00	Barcelona	2,9772765	2,56754819	44
01/02/2024 11:00	Barcelona	3,0374235	5,54422322	
02/02/2024 11:00	Barcelona	3,187791	8,6682584	
03/02/2024 11:00	Barcelona	3,187791	11,79229358	
04/02/2024 11:00	Barcelona	3,1577175	14,88685673	
05/02/2024 11:00	Barcelona	2,8569825	17,68669958	
06/02/2024 11:00	Barcelona	2,9772765	20,60443055	
07/02/2024 11:00	Barcelona	2,826909	23,37480137	
08/02/2024 11:00	Barcelona	3,187791	26,49883655	
09/02/2024 11:00	Barcelona	2,9772765	29,41656752	
10/02/2024 11:00	Barcelona	3,067497	32,42271458	
11/02/2024 11:00	Barcelona	3,0975705	35,45833367	
12/02/2024 11:00	Barcelona	2,887056	38,28764855	
13/02/2024 11:00	Barcelona	3,067497	41,29379561	
14/02/2024 11:00	Barcelona	2,9772765	44,21152658	
15/02/2024 11:00	Barcelona	2,887056	3,04084146	44
16/02/2024 11:00	Barcelona	2,9772765	5,95857243	
17/02/2024 11:00	Barcelona	3,187791	9,08260761	
18/02/2024 11:00	Barcelona	2,947203	11,97086655	
19/02/2024 11:00	Barcelona	2,8569825	14,7707094	
20/02/2024 11:00	Barcelona	2,9171295	17,62949631	
21/02/2024 11:00	Barcelona	3,067497	20,63564337	
22/02/2024 11:00	Barcelona	2,9772765	23,55337434	
23/02/2024 11:00	Barcelona	3,127644	26,61846546	
24/02/2024 11:00	Barcelona	3,187791	29,74250064	
25/02/2024 11:00	Barcelona	2,887056	32,57181552	
26/02/2024 11:00	Barcelona	3,067497	35,57796258	
27/02/2024 11:00	Barcelona	3,00735	38,52516558	
28/02/2024 11:00	Barcelona	3,0975705	41,56078467	
29/02/2024 11:00	Barcelona	2,9171295	44,41957158	
01/03/2024 11:00	Barcelona	3,00735	3,36677458	44
02/03/2024 11:00	Barcelona	2,9772765	6,28450555	
03/03/2024 11:00	Barcelona	2,887056	9,11382043	
04/03/2024 11:00	Barcelona	3,067497	12,11996749	
05/03/2024 11:00	Barcelona	2,887056	14,94928237	
06/03/2024 11:00	Barcelona	2,887056	17,77859725	
07/03/2024 11:00	Barcelona	2,8569825	20,5784401	
08/03/2024 11:00	Barcelona	3,127644	23,64353122	
09/03/2024 11:00	Barcelona	2,9772765	26,56126219	
10/03/2024 11:00	Barcelona	2,826909	29,33163301	
11/03/2024 11:00	Barcelona	3,187791	32,45566819	
12/03/2024 11:00	Barcelona	2,9171295	35,3144551	
13/03/2024 11:00	Barcelona	2,887056	38,14376998	
14/03/2024 11:00	Barcelona	3,1577175	41,23833313	
15/03/2024 11:00	Barcelona	3,0374235	44,21500816	
16/03/2024 11:00	Barcelona	3,067497	3,22115522	44
17/03/2024 11:00	Barcelona	2,9171295	6,07994213	
18/03/2024 11:00	Barcelona	2,8569825	8,87978498	
19/03/2024 11:00	Barcelona	3,127644	11,9448761	
20/03/2024 11:00	Barcelona	2,9171295	14,80366301	
21/03/2024 11:00	Barcelona	3,067497	17,80981007	
22/03/2024 11:00	Barcelona	2,826909	20,58018089	
23/03/2024 11:00	Barcelona	2,887056	23,40949577	
24/03/2024 11:00	Barcelona	3,0374235	26,3861708	
25/03/2024 11:00	Barcelona	2,8569825	29,18601365	
26/03/2024 11:00	Barcelona	2,8569825	31,9858565	
27/03/2024 11:00	Barcelona	2,947203	34,87411544	
28/03/2024 11:00	Barcelona	2,9772765	37,79184641	
29/03/2024 11:00	Barcelona	3,067497	40,79799347	
30/03/2024 11:00	Barcelona	3,067497	43,80414053	
31/03/2024 11:00	Barcelona	2,947203	2,69239947	44
01/04/2024 11:00	Barcelona	2,9772765	5,61013044	
02/04/2024 11:00	Barcelona	2,826909	8,38050126	
03/04/2024 11:00	Barcelona	3,127644	11,44559238	
04/04/2024 11:00	Barcelona	3,127644	14,5106835	
05/04/2024 11:00	Barcelona	3,127644	17,57577462	
06/04/2024 11:00	Barcelona	3,187791	20,6998098	
07/04/2024 11:00	Barcelona	2,8569825	23,49965265	
08/04/2024 11:00	Barcelona	2,9772765	26,41738362	
09/04/2024 11:00	Barcelona	3,127644	29,48247474	
10/04/2024 11:00	Barcelona	3,0374235	32,45914977	
11/04/2024 11:00	Barcelona	2,887056	35,28846465	
12/04/2024 11:00	Barcelona	3,067497	38,29461171	
13/04/2024 11:00	Barcelona	2,9171295	41,15339862	
14/04/2024 11:00	Barcelona	2,8569825	43,95324147	
15/04/2024 11:00	Barcelona	3,0975705	2,98886056	44
16/04/2024 11:00	Barcelona	3,187791	6,11289574	
17/04/2024 11:00	Barcelona	3,1577175	9,20745889	
18/04/2024 11:00	Barcelona	2,947203	12,09571783	
19/04/2024 11:00	Barcelona	2,887056	14,92503271	
20/04/2024 11:00	Barcelona	2,826909	17,69540353	
21/04/2024 11:00	Barcelona	2,826909	20,46577435	
22/04/2024 11:00	Barcelona	3,1577175	23,5603375	
23/04/2024 11:00	Barcelona	3,0975705	26,59595659	
24/04/2024 11:00	Barcelona	3,1577175	29,69051974	
25/04/2024 11:00	Barcelona	2,9772765	32,60825071	
26/04/2024 11:00	Barcelona	2,947203	35,49650965	
27/04/2024 11:00	Barcelona	3,0975705	38,53212874	
28/04/2024 11:00	Barcelona	3,127644	41,59721986	
29/04/2024 11:00	Barcelona	3,0975705	44,63283895	
30/04/2024 11:00	Barcelona	3,187791	3,75687413	44
01/05/2024 11:00	Barcelona	3,1577175	6,85143728	
02/05/2024 11:00	Barcelona	2,826909	9,6218081	
03/05/2024 11:00	Barcelona	2,9772765	12,53953907	
04/05/2024 11:00	Barcelona	2,9772765	15,45727004	
05/05/2024 11:00	Barcelona	2,9772765	18,37500101	
06/05/2024 11:00	Barcelona	3,00735	21,32220401	
07/05/2024 11:00	Barcelona	3,127644	24,38729513	
08/05/2024 11:00	Barcelona	3,127644	27,45238625	
09/05/2024 11:00	Barcelona	3,187791	30,57642143	
10/05/2024 11:00	Barcelona	2,9772765	33,4941524	
11/05/2024 11:00	Barcelona	3,0975705	36,52977149	
12/05/2024 11:00	Barcelona	3,00735	39,47697449	
13/05/2024 11:00	Barcelona	3,067497	42,48312155	
14/05/2024 11:00	Barcelona	2,947203	45,37138049	
15/05/2024 11:00	Barcelona	3,0374235	4,34805552	44
16/05/2024 11:00	Barcelona	3,00735	7,29525852	
17/05/2024 11:00	Barcelona	3,067497	10,30140558	
18/05/2024 11:00	Barcelona	3,067497	13,30755264	
19/05/2024 11:00	Barcelona	3,0975705	16,34317173	
20/05/2024 11:00	Barcelona	3,067497	19,34931879	
21/05/2024 11:00	Barcelona	2,826909	22,11968961	
22/05/2024 11:00	Barcelona	2,947203	25,00794855	
23/05/2024 11:00	Barcelona	3,067497	28,01409561	
24/05/2024 11:00	Barcelona	3,1577175	31,10865876	
25/05/2024 11:00	Barcelona	2,826909	33,87902958	
26/05/2024 11:00	Barcelona	3,0975705	36,91464867	
27/05/2024 11:00	Barcelona	2,947203	39,80290761	
28/05/2024 11:00	Barcelona	2,8569825	42,60275046	
29/05/2024 11:00	Barcelona	2,826909	45,37312128	
30/05/2024 11:00	Barcelona	2,9171295	4,23190819	44
31/05/2024 11:00	Barcelona	3,127644	7,29699931	
01/06/2024 11:00	Barcelona	3,127644	10,36209043	
02/06/2024 11:00	Barcelona	3,067497	13,36823749	
03/06/2024 11:00	Barcelona	2,8569825	16,16808034	
04/06/2024 11:00	Barcelona	3,1577175	19,26264349	
05/06/2024 11:00	Barcelona	2,9772765	22,18037446	
06/06/2024 11:00	Barcelona	2,9772765	25,09810543	
07/06/2024 11:00	Barcelona	2,9772765	28,0158364	
08/06/2024 11:00	Barcelona	3,00735	30,9630394	
09/06/2024 11:00	Barcelona	2,8569825	33,76288225	
10/06/2024 11:00	Barcelona	2,826909	36,53325307	
11/06/2024 11:00	Barcelona	3,127644	39,59834419	
12/06/2024 11:00	Barcelona	2,887056	42,42765907	
13/06/2024 11:00	Barcelona	2,887056	45,25697395	
14/06/2024 11:00	Barcelona	2,8569825	4,0568168	44
15/06/2024 11:00	Barcelona	3,0975705	7,09243589	
16/06/2024 11:00	Barcelona	3,1577175	10,18699904	
17/06/2024 11:00	Barcelona	2,8569825	12,98684189	
18/06/2024 11:00	Barcelona	2,947203	15,87510083	
19/06/2024 11:00	Barcelona	3,0975705	18,91071992	
20/06/2024 11:00	Barcelona	3,127644	21,97581104	
21/06/2024 11:00	Barcelona	2,887056	24,80512592	
22/06/2024 11:00	Barcelona	3,0374235	27,78180095	
23/06/2024 11:00	Barcelona	3,067497	30,78794801	
24/06/2024 11:00	Barcelona	2,8569825	33,58779086	
25/06/2024 11:00	Barcelona	3,127644	36,65288198	
26/06/2024 11:00	Barcelona	3,127644	39,7179731	
27/06/2024 11:00	Barcelona	3,0975705	42,75359219	
28/06/2024 11:00	Barcelona	2,826909	45,52396301	
29/06/2024 11:00	Barcelona	2,8569825	4,32380586	44
30/06/2024 11:00	Barcelona	2,9171295	7,18259277	
01/07/2024 11:00	Barcelona	3,127644	10,24768389	
02/07/2024 11:00	Barcelona	3,0374235	13,22435892	
03/07/2024 11:00	Barcelona	2,947203	16,11261786	
04/07/2024 11:00	Barcelona	2,887056	18,94193274	
05/07/2024 11:00	Barcelona	3,127644	22,00702386	
06/07/2024 11:00	Barcelona	3,00735	24,95422686	
07/07/2024 11:00	Barcelona	3,127644	28,01931798	
08/07/2024 11:00	Barcelona	3,00735	30,96652098	
09/07/2024 11:00	Barcelona	3,0975705	34,00214007	
10/07/2024 11:00	Barcelona	2,9171295	36,86092698	
11/07/2024 11:00	Barcelona	2,826909	39,6312978	
12/07/2024 11:00	Barcelona	3,0374235	42,60797283	
13/07/2024 11:00	Barcelona	2,887056	45,43728771	
14/07/2024 11:00	Barcelona	3,0975705	4,4729068	44
15/07/2024 11:00	Barcelona	3,067497	7,47905386	
16/07/2024 11:00	Barcelona	2,826909	10,24942468	
17/07/2024 11:00	Barcelona	2,9772765	13,16715565	
18/07/2024 11:00	Barcelona	2,9171295	16,02594256	
19/07/2024 11:00	Barcelona	3,0975705	19,06156165	
20/07/2024 11:00	Barcelona	2,8569825	21,8614045	
21/07/2024 11:00	Barcelona	3,067497	24,86755156	
22/07/2024 11:00	Barcelona	3,00735	27,81475456	
23/07/2024 11:00	Barcelona	3,187791	30,93878974	
24/07/2024 11:00	Barcelona	2,887056	33,76810462	
25/07/2024 11:00	Barcelona	3,127644	36,83319574	
26/07/2024 11:00	Barcelona	2,8569825	39,63303859	
27/07/2024 11:00	Barcelona	2,826909	42,40340941	
28/07/2024 11:00	Barcelona	2,947203	45,29166835	
29/07/2024 11:00	Barcelona	3,127644	4,35675947	44
30/07/2024 11:00	Barcelona	2,826909	7,12713029	
31/07/2024 11:00	Barcelona	3,187791	10,25116547	
01/08/2024 11:00	Barcelona	2,947203	13,13942441	
02/08/2024 11:00	Barcelona	3,067497	16,14557147	
03/08/2024 11:00	Barcelona	2,826909	18,91594229	
04/08/2024 11:00	Barcelona	2,8569825	21,71578514	
05/08/2024 11:00	Barcelona	3,187791	24,83982032	
06/08/2024 11:00	Barcelona	3,1577175	27,93438347	
07/08/2024 11:00	Barcelona	3,127644	30,99947459	
08/08/2024 11:00	Barcelona	2,9171295	33,8582615	
09/08/2024 11:00	Barcelona	2,887056	36,68757638	
10/08/2024 11:00	Barcelona	2,887056	39,51689126	
11/08/2024 11:00	Barcelona	2,947203	42,4051502	
12/08/2024 11:00	Barcelona	3,187791	45,52918538	
13/08/2024 11:00	Barcelona	2,826909	4,2995562	44
14/08/2024 11:00	Barcelona	3,0975705	7,33517529	
15/08/2024 11:00	Barcelona	2,947203	10,22343423	
16/08/2024 11:00	Barcelona	3,067497	13,22958129	
17/08/2024 11:00	Barcelona	2,9772765	16,14731226	
18/08/2024 11:00	Barcelona	2,8569825	18,94715511	
19/08/2024 11:00	Barcelona	3,00735	21,89435811	
20/08/2024 11:00	Barcelona	3,00735	24,84156111	
21/08/2024 11:00	Barcelona	2,9171295	27,70034802	
22/08/2024 11:00	Barcelona	3,0975705	30,73596711	
23/08/2024 11:00	Barcelona	2,8569825	33,53580996	
24/08/2024 11:00	Barcelona	3,187791	36,65984514	
25/08/2024 11:00	Barcelona	3,187791	39,78388032	
26/08/2024 11:00	Barcelona	2,9772765	42,70161129	
27/08/2024 11:00	Barcelona	2,9171295	45,5603982	
28/08/2024 11:00	Barcelona	3,067497	4,56654526	44
29/08/2024 11:00	Barcelona	3,127644	7,63163638	
30/08/2024 11:00	Barcelona	3,1577175	10,72619953	
31/08/2024 11:00	Barcelona	3,067497	13,73234659	
01/09/2024 11:00	Barcelona	2,8569825	16,53218944	
02/09/2024 11:00	Barcelona	3,187791	19,65622462	
03/09/2024 11:00	Barcelona	2,887056	22,4855395	
04/09/2024 11:00	Barcelona	2,887056	25,31485438	
05/09/2024 11:00	Barcelona	3,187791	28,43888956	
06/09/2024 11:00	Barcelona	2,8569825	31,23873241	
07/09/2024 11:00	Barcelona	3,0374235	34,21540744	
08/09/2024 11:00	Barcelona	3,00735	37,16261044	
09/09/2024 11:00	Barcelona	3,127644	40,22770156	
10/09/2024 11:00	Barcelona	3,067497	43,23384862	
11/09/2024 11:00	Barcelona	3,0975705	46,26946771	
12/09/2024 11:00	Barcelona	2,826909	5,03983853	44
13/09/2024 11:00	Barcelona	3,1577175	8,13440168	
14/09/2024 11:00	Barcelona	2,826909	10,9047725	
15/09/2024 11:00	Barcelona	2,9772765	13,82250347	
16/09/2024 11:00	Barcelona	3,00735	16,76970647	
17/09/2024 11:00	Barcelona	3,067497	19,77585353	
18/09/2024 11:00	Barcelona	2,826909	22,54622435	
19/09/2024 11:00	Barcelona	3,127644	25,61131547	
20/09/2024 11:00	Barcelona	3,1577175	28,70587862	
21/09/2024 11:00	Barcelona	3,0975705	31,74149771	
22/09/2024 11:00	Barcelona	3,00735	34,68870071	
23/09/2024 11:00	Barcelona	2,887056	37,51801559	
24/09/2024 11:00	Barcelona	2,9772765	40,43574656	
25/09/2024 11:00	Barcelona	2,9171295	43,29453347	
26/09/2024 11:00	Barcelona	2,9171295	46,15332038	
27/09/2024 11:00	Barcelona	3,1577175	5,24788353	44
28/09/2024 11:00	Barcelona	3,0975705	8,28350262	
29/09/2024 11:00	Barcelona	3,067497	11,28964968	
30/09/2024 11:00	Barcelona	2,826909	14,0600205	
01/10/2024 11:00	Barcelona	2,9171295	16,91880741	
02/10/2024 11:00	Barcelona	2,9171295	19,77759432	
03/10/2024 11:00	Barcelona	3,1577175	22,87215747	
04/10/2024 11:00	Barcelona	3,0374235	25,8488325	
05/10/2024 11:00	Barcelona	3,1577175	28,94339565	
06/10/2024 11:00	Barcelona	3,1577175	32,0379588	
