Date	truck	Hospital City	Hostipal Name	refill in (tons)	delivery cost	product tot price	total bill	over delivery
30/05/2024 15:00	Manyo	Zaragoza	Quirón	6,816821828	4408,410914	16871,63402	21280,04494	OK
30/05/2024 15:40	Manyo	Zaragoza	Nuestra Señora	7,22266445	4611,332225	17876,09451	22487,42674	OK
30/05/2024 16:30	Manyo	Zaragoza	Royo Villanova	7,886099399	4943,0497	17743,72365	22686,77335	OK
30/05/2024 17:00	Manyo	Zaragoza	Miguel Servet	8,493184623	5246,592312	21020,63194	26267,22425	OK
30/05/2024 17:40	Manyo	Zaragoza	Ernest Lluch	8,012602353	5006,301177	19831,19082	24837,492	OK
30/05/2024 12:00	Alicantino	Alicante	General de Alicante	9,99	5995	24725,25	30720,25	OK
30/05/2024 12:40	Alicantino	Alicante	San Juan	6,746628811	4373,314406	18384,56351	22757,87792	OK
30/05/2024 13:20	Alicantino	Alicante	Perpetuo Socorro	8,312657219	5156,32861	20573,82662	25730,15523	OK
30/05/2024 14:00	Alicantino	Alicante	Vinalopó	8,290027647	5145,013824	18652,56221	23797,57603	OK
30/05/2024 14:40	Alicantino	Alicante	IMED	9,314092593	5657,046296	23052,37917	28709,42546	OK
30/05/2024 15:00	Gijonés	Gijon	Covadonga	7,529288437	4764,644219	19576,14994	24340,79416	OK
30/05/2024 15:40	Gijonés	Gijon	Gijón Salud	9,007647582	5503,823791	22293,92777	27797,75156	OK
30/05/2024 16:30	Gijonés	Gijon	Cabueñes	8,715006622	5357,503311	19826,64006	25184,14338	OK
30/05/2024 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
30/05/2024 17:40	Gijonés	Gijon	Begona	7,484140006	4742,070003	17213,52201	21955,59202	OK
14/06/2024 12:00	Chulapo	Madrid	Doce de Octubre	8,242560737	5121,280369	20400,33782	25521,61819	OK
14/06/2024 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
14/06/2024 13:30	Chulapo	Madrid	Infanta Sofía	6,936646938	4468,323469	17168,20117	21636,52464	OK
14/06/2024 14:00	Chulapo	Madrid	San Carlos	9,119071179	5559,53559	22341,72439	27901,25998	OK
14/06/2024 14:40	Chulapo	Madrid	La Paz	8,417873857	5208,936928	20834,2378	26043,17472	OK
14/06/2024 11:00	Nen	Barcelona	Bellvitge	9,984029871	5992,014936	22713,66796	28705,68289	OK
14/06/2024 11:40	Nen	Barcelona	Clínic	7,163100438	4581,550219	18624,06114	23205,61136	OK
14/06/2024 12:20	Nen	Barcelona	Del Mar	7,949261096	4974,630548	19674,42121	24649,05176	OK
14/06/2024 13:00	Nen	Barcelona	Vall d'Hebron	8,459245732	5229,622866	21782,55776	27012,18063	OK
14/06/2024 13:40	Nen	Barcelona	Sant Joan de Déu	9,795100392	5897,550196	25222,38351	31119,93371	OK
14/06/2024 15:00	Manyo	Zaragoza	Quirón	6,953158265	4476,579132	17209,0667	21685,64584	OK
14/06/2024 15:40	Manyo	Zaragoza	Nuestra Señora	7,294891095	4647,445547	18054,85546	22702,30101	OK
14/06/2024 16:30	Manyo	Zaragoza	Royo Villanova	7,728377411	4864,188706	17388,84918	22253,03788	OK
14/06/2024 17:00	Manyo	Zaragoza	Miguel Servet	8,663048316	5331,524158	21441,04458	26772,56874	OK
14/06/2024 17:40	Manyo	Zaragoza	Ernest Lluch	8,012602353	5006,301177	19831,19082	24837,492	OK
14/06/2024 12:00	Alicantino	Alicante	General de Alicante	9,99	5995	24725,25	30720,25	OK
14/06/2024 12:40	Alicantino	Alicante	San Juan	6,814095099	4407,04755	18568,40915	22975,4567	OK
14/06/2024 13:20	Alicantino	Alicante	Perpetuo Socorro	8,478910364	5239,455182	20985,30315	26224,75833	OK
14/06/2024 14:00	Alicantino	Alicante	Vinalopó	8,372927924	5186,463962	18839,08783	24025,55179	OK
14/06/2024 14:40	Alicantino	Alicante	IMED	9,220951667	5610,475834	22821,85538	28432,33121	OK
14/06/2024 15:00	Gijonés	Gijon	Covadonga	7,679874206	4839,937103	19967,67294	24807,61004	OK
14/06/2024 15:40	Gijonés	Gijon	Gijón Salud	9,564005341	5782,00267	23670,91322	29452,91589	OK
14/06/2024 16:30	Gijonés	Gijon	Cabueñes	8,627856556	5313,928278	19628,37366	24942,30194	OK
14/06/2024 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
14/06/2024 17:40	Gijonés	Gijon	Begona	7,334457206	4667,228603	16869,25157	21536,48018	OK
29/06/2024 12:00	Chulapo	Madrid	Doce de Octubre	8,407411952	5203,705976	20808,34458	26012,05056	OK
29/06/2024 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
29/06/2024 13:30	Chulapo	Madrid	Infanta Sofía	6,936646938	4468,323469	17168,20117	21636,52464	OK
29/06/2024 14:00	Chulapo	Madrid	San Carlos	9,119071179	5559,53559	22341,72439	27901,25998	OK
29/06/2024 14:40	Chulapo	Madrid	La Paz	8,417873857	5208,936928	20834,2378	26043,17472	OK
29/06/2024 11:00	Nen	Barcelona	Bellvitge	10,18371047	6091,855234	23167,94132	29259,79655	OK
29/06/2024 11:40	Nen	Barcelona	Clínic	7,306362446	4653,181223	18996,54236	23649,72358	OK
29/06/2024 12:20	Nen	Barcelona	Del Mar	7,790275874	4895,137937	19280,93279	24176,07073	OK
29/06/2024 13:00	Nen	Barcelona	Vall d'Hebron	8,628430647	5314,215323	22218,20892	27532,42424	OK
29/06/2024 13:40	Nen	Barcelona	Sant Joan de Déu	9,697149388	5848,574694	24970,15967	30818,73437	OK
29/06/2024 15:00	Manyo	Zaragoza	Quirón	7,09222143	4546,110715	17553,24804	22099,35875	OK
29/06/2024 15:40	Manyo	Zaragoza	Nuestra Señora	7,221942184	4610,971092	17874,30691	22485,278	OK
29/06/2024 16:30	Manyo	Zaragoza	Royo Villanova	7,882944959	4941,47248	17736,62616	22678,09864	OK
29/06/2024 17:00	Manyo	Zaragoza	Miguel Servet	8,576417833	5288,208916	21226,63414	26514,84305	OK
29/06/2024 17:40	Manyo	Zaragoza	Ernest Lluch	8,092728377	5046,364189	20029,50273	25075,86692	OK
29/06/2024 12:00	Alicantino	Alicante	General de Alicante	9,99	5995	24725,25	30720,25	OK
29/06/2024 12:40	Alicantino	Alicante	San Juan	6,677813197	4338,906599	18197,04096	22535,94756	OK
29/06/2024 13:20	Alicantino	Alicante	Perpetuo Socorro	8,648488571	5324,244285	21405,00921	26729,2535	OK
29/06/2024 14:00	Alicantino	Alicante	Vinalopó	8,372927924	5186,463962	18839,08783	24025,55179	OK
29/06/2024 14:40	Alicantino	Alicante	IMED	9,12874215	5564,371075	22593,63682	28158,0079	OK
29/06/2024 15:00	Gijonés	Gijon	Covadonga	7,526276722	4763,138361	19568,31948	24331,45784	OK
29/06/2024 15:40	Gijonés	Gijon	Gijón Salud	9,055285448	5527,642724	22411,83148	27939,47421	OK
29/06/2024 16:30	Gijonés	Gijon	Cabueñes	8,800413687	5400,206843	20020,94114	25421,14798	OK
29/06/2024 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
29/06/2024 17:40	Gijonés	Gijon	Begona	7,48114635	4740,573175	17206,6366	21947,20978	OK
14/07/2024 12:00	Chulapo	Madrid	Doce de Octubre	8,407411952	5203,705976	20808,34458	26012,05056	OK
14/07/2024 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
14/07/2024 13:30	Chulapo	Madrid	Infanta Sofía	6,936646938	4468,323469	17168,20117	21636,52464	OK
14/07/2024 14:00	Chulapo	Madrid	San Carlos	9,027880467	5513,940234	22118,30715	27632,24738	OK
14/07/2024 14:40	Chulapo	Madrid	La Paz	8,502052595	5251,026298	21042,58017	26293,60647	OK
14/07/2024 11:00	Nen	Barcelona	Bellvitge	10,28554757	6142,773787	23399,62073	29542,39452	OK
14/07/2024 11:40	Nen	Barcelona	Clínic	7,452489695	4726,244848	19376,47321	24102,71806	OK
14/07/2024 12:20	Nen	Barcelona	Del Mar	7,868178633	4934,089316	19473,74212	24407,83143	OK
14/07/2024 13:00	Nen	Barcelona	Vall d'Hebron	8,54214634	5271,07317	21996,02683	27267,1	OK
14/07/2024 13:40	Nen	Barcelona	Sant Joan de Déu	9,600177894	5800,088947	24720,45808	30520,54702	OK
14/07/2024 15:00	Manyo	Zaragoza	Quirón	7,09222143	4546,110715	17553,24804	22099,35875	OK
14/07/2024 15:40	Manyo	Zaragoza	Nuestra Señora	7,149722762	4574,861381	17695,56384	22270,42522	OK
14/07/2024 16:30	Manyo	Zaragoza	Royo Villanova	8,040603859	5020,301929	18091,35868	23111,66061	OK
14/07/2024 17:00	Manyo	Zaragoza	Miguel Servet	8,662182011	5331,091006	21438,90048	26769,99148	OK
14/07/2024 17:40	Manyo	Zaragoza	Ernest Lluch	8,092728377	5046,364189	20029,50273	25075,86692	OK
14/07/2024 12:00	Alicantino	Alicante	General de Alicante	9,99	5995	24725,25	30720,25	OK
14/07/2024 12:40	Alicantino	Alicante	San Juan	6,677813197	4338,906599	18197,04096	22535,94756	OK
14/07/2024 13:20	Alicantino	Alicante	Perpetuo Socorro	8,562003685	5281,001843	21190,95912	26471,96096	OK
14/07/2024 14:00	Alicantino	Alicante	Vinalopó	8,289198644	5144,599322	18650,69695	23795,29627	OK
14/07/2024 14:40	Alicantino	Alicante	IMED	9,311316993	5655,658497	23045,50956	28701,16806	OK
14/07/2024 15:00	Gijonés	Gijon	Covadonga	7,451013955	4725,506977	19372,63628	24098,14326	OK
14/07/2024 15:40	Gijonés	Gijon	Gijón Salud	9,052838302	5526,419151	22405,7748	27932,19395	OK
14/07/2024 16:30	Gijonés	Gijon	Cabueñes	8,800413687	5400,206843	20020,94114	25421,14798	OK
14/07/2024 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
14/07/2024 17:40	Gijonés	Gijon	Begona	7,331523423	4665,761711	16862,50387	21528,26558	OK
29/07/2024 12:00	Chulapo	Madrid	Doce de Octubre	8,323337832	5161,668916	20600,26114	25761,93005	OK
29/07/2024 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
29/07/2024 13:30	Chulapo	Madrid	Infanta Sofía	6,936646938	4468,323469	17168,20117	21636,52464	OK
29/07/2024 14:00	Chulapo	Madrid	San Carlos	9,208438077	5604,219038	22560,67329	28164,89233	OK
29/07/2024 14:40	Chulapo	Madrid	La Paz	8,332011543	5166,005772	20621,72857	25787,73434	OK
29/07/2024 11:00	Nen	Barcelona	Bellvitge	10,07983662	6039,918311	22931,62831	28971,54663	OK
29/07/2024 11:40	Nen	Barcelona	Clínic	7,303439901	4651,719951	18988,94374	23640,66369	OK
29/07/2024 12:20	Nen	Barcelona	Del Mar	7,71081506	4855,40753	19084,26727	23939,6748	OK
29/07/2024 13:00	Nen	Barcelona	Vall d'Hebron	8,627567804	5313,783902	22215,98709	27529,771	OK
29/07/2024 13:40	Nen	Barcelona	Sant Joan de Déu	9,504176115	5752,088058	24473,2535	30225,34155	OK
29/07/2024 15:00	Manyo	Zaragoza	Quirón	7,163143644	4581,571822	17728,78052	22310,35234	OK
29/07/2024 15:40	Manyo	Zaragoza	Nuestra Señora	7,149722762	4574,861381	17695,56384	22270,42522	OK
29/07/2024 16:30	Manyo	Zaragoza	Royo Villanova	7,96019782	4980,09891	17910,44509	22890,544	OK
29/07/2024 17:00	Manyo	Zaragoza	Miguel Servet	8,748803831	5374,401916	21653,28948	27027,6914	OK
29/07/2024 17:40	Manyo	Zaragoza	Ernest Lluch	7,930873809	4965,436905	19628,91268	24594,34958	OK
29/07/2024 12:00	Alicantino	Alicante	General de Alicante	9,99	5995	24725,25	30720,25	OK
29/07/2024 12:40	Alicantino	Alicante	San Juan	6,744591329	4372,295665	18379,01137	22751,30704	OK
29/07/2024 13:20	Alicantino	Alicante	Perpetuo Socorro	8,733243759	5366,621879	21614,7783	26981,40018	OK
29/07/2024 14:00	Alicantino	Alicante	Vinalopó	8,123414672	5061,707336	18277,68301	23339,39035	OK
29/07/2024 14:40	Alicantino	Alicante	IMED	9,404430163	5702,215082	23275,96465	28978,17974	OK
29/07/2024 15:00	Gijonés	Gijon	Covadonga	7,376503815	4688,251908	19178,90992	23867,16183	OK
29/07/2024 15:40	Gijonés	Gijon	Gijón Salud	9,649895068	5824,947534	23883,49029	29708,43783	OK
29/07/2024 16:30	Gijonés	Gijon	Cabueñes	8,01240955	5006,204775	18228,23173	23234,4365	OK
29/07/2024 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
29/07/2024 17:40	Gijonés	Gijon	Begona	7,404838657	4702,419328	17031,12891	21733,54824	OK
13/08/2024 12:00	Chulapo	Madrid	Doce de Octubre	8,489804589	5244,902295	21012,26636	26257,16865	OK
13/08/2024 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
13/08/2024 13:30	Chulapo	Madrid	Infanta Sofía	6,936646938	4468,323469	17168,20117	21636,52464	OK
13/08/2024 14:00	Chulapo	Madrid	San Carlos	9,024269315	5512,134658	22109,45982	27621,59448	OK
13/08/2024 14:40	Chulapo	Madrid	La Paz	8,248691428	5124,345714	20415,51128	25539,857	OK
13/08/2024 11:00	Nen	Barcelona	Bellvitge	10,07983662	6039,918311	22931,62831	28971,54663	OK
13/08/2024 11:40	Nen	Barcelona	Clínic	7,449508699	4724,75435	19368,72262	24093,47697	OK
13/08/2024 12:20	Nen	Barcelona	Del Mar	7,71081506	4855,40753	19084,26727	23939,6748	OK
13/08/2024 13:00	Nen	Barcelona	Vall d'Hebron	8,541292126	5270,646063	21993,82722	27264,47329	OK
13/08/2024 13:40	Nen	Barcelona	Sant Joan de Déu	9,409134354	5704,567177	24228,52096	29933,08814	OK
13/08/2024 15:00	Manyo	Zaragoza	Quirón	7,234775081	4617,38754	17906,06832	22523,45586	OK
13/08/2024 15:40	Manyo	Zaragoza	Nuestra Señora	7,22121999	4610,609995	17872,51947	22483,12947	OK
13/08/2024 16:30	Manyo	Zaragoza	Royo Villanova	8,039799798	5019,899899	18089,54955	23109,44944	OK
13/08/2024 17:00	Manyo	Zaragoza	Miguel Servet	8,923779908	5461,889954	22086,35527	27548,24523	OK
13/08/2024 17:40	Manyo	Zaragoza	Ernest Lluch	8,089491286	5044,745643	20021,49093	25066,23657	OK
13/08/2024 12:00	Alicantino	Alicante	General de Alicante	9,99	5995	24725,25	30720,25	OK
13/08/2024 12:40	Alicantino	Alicante	San Juan	6,812037243	4406,018621	18562,80149	22968,82011	OK
13/08/2024 13:20	Alicantino	Alicante	Perpetuo Socorro	8,558578884	5279,289442	21182,48274	26461,77218	OK
13/08/2024 14:00	Alicantino	Alicante	Vinalopó	8,123414672	5061,707336	18277,68301	23339,39035	OK
13/08/2024 14:40	Alicantino	Alicante	IMED	9,404430163	5702,215082	23275,96465	28978,17974	OK
13/08/2024 15:00	Gijonés	Gijon	Covadonga	7,228973739	4614,486869	18795,33172	23409,81859	OK
13/08/2024 15:40	Gijonés	Gijon	Gijón Salud	9,049396117	5524,698059	22397,25539	27921,95345	OK
13/08/2024 16:30	Gijonés	Gijon	Cabueñes	8,799533645	5399,766823	20018,93904	25418,70587	OK
13/08/2024 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
13/08/2024 17:40	Gijonés	Gijon	Begona	7,55293543	4776,467715	17371,75149	22148,2192	OK
28/08/2024 12:00	Chulapo	Madrid	Doce de Octubre	8,659600681	5329,80034	21432,51168	26762,31203	OK
28/08/2024 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
28/08/2024 13:30	Chulapo	Madrid	Infanta Sofía	7,075379877	4537,689938	17511,5652	22049,25513	OK
28/08/2024 14:00	Chulapo	Madrid	San Carlos	9,204754702	5602,377351	22551,64902	28154,02637	OK
28/08/2024 14:40	Chulapo	Madrid	La Paz	8,331178342	5165,589171	20619,6664	25785,25557	OK
28/08/2024 11:00	Nen	Barcelona	Bellvitge	10,07983662	6039,918311	22931,62831	28971,54663	OK
28/08/2024 11:40	Nen	Barcelona	Clínic	7,375013612	4687,506806	19175,03539	23862,5422	OK
28/08/2024 12:20	Nen	Barcelona	Del Mar	7,63370691	4816,853455	18893,4246	23710,27806	OK
28/08/2024 13:00	Nen	Barcelona	Vall d'Hebron	8,455879204	5227,939602	21773,88895	27001,82855	OK
28/08/2024 13:40	Nen	Barcelona	Sant Joan de Déu	9,220951667	5610,475834	23743,95054	29354,42638	OK
28/08/2024 15:00	Manyo	Zaragoza	Quirón	7,234775081	4617,38754	17906,06832	22523,45586	OK
28/08/2024 15:40	Manyo	Zaragoza	Nuestra Señora	7,36564439	4682,822195	18229,96986	22912,79206	OK
28/08/2024 16:30	Manyo	Zaragoza	Royo Villanova	8,120197796	5060,098898	18270,44504	23330,54394	OK
28/08/2024 17:00	Manyo	Zaragoza	Miguel Servet	8,923779908	5461,889954	22086,35527	27548,24523	OK
28/08/2024 17:40	Manyo	Zaragoza	Ernest Lluch	8,089491286	5044,745643	20021,49093	25066,23657	OK
28/08/2024 12:00	Alicantino	Alicante	General de Alicante	9,99	5995	24725,25	30720,25	OK
28/08/2024 12:40	Alicantino	Alicante	San Juan	6,880157615	4440,078807	18748,4295	23188,50831	OK
28/08/2024 13:20	Alicantino	Alicante	Perpetuo Socorro	8,558578884	5279,289442	21182,48274	26461,77218	OK
28/08/2024 14:00	Alicantino	Alicante	Vinalopó	8,204648818	5102,324409	18460,45984	23562,78425	OK
28/08/2024 14:40	Alicantino	Alicante	IMED	9,498474465	5749,237232	23508,7243	29257,96153	OK
28/08/2024 15:00	Gijonés	Gijon	Covadonga	7,084394264	4542,197132	18419,42509	22961,62222	OK
28/08/2024 15:40	Gijonés	Gijon	Gijón Salud	9,99	5995	24725,25	30720,25	OK
28/08/2024 16:30	Gijonés	Gijon	Cabueñes	8,011538309	5005,769154	18226,24965	23232,01881	OK
28/08/2024 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
28/08/2024 17:40	Gijonés	Gijon	Begona	7,477406076	4738,703038	17198,03397	21936,73701	OK
12/09/2024 12:00	Chulapo	Madrid	Doce de Octubre	8,486408667	5243,204334	21003,86145	26247,06578	OK
12/09/2024 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
12/09/2024 13:30	Chulapo	Madrid	Infanta Sofía	7,004626078	4502,313039	17336,44954	21838,76258	OK
12/09/2024 14:00	Chulapo	Madrid	San Carlos	9,204754702	5602,377351	22551,64902	28154,02637	OK
12/09/2024 14:40	Chulapo	Madrid	La Paz	8,414490126	5207,245063	20825,86306	26033,10812	OK
12/09/2024 11:00	Nen	Barcelona	Bellvitge	10,28143335	6140,716677	23390,26088	29530,97756	OK
12/09/2024 11:40	Nen	Barcelona	Clínic	7,375013612	4687,506806	19175,03539	23862,5422	OK
12/09/2024 12:20	Nen	Barcelona	Del Mar	7,557369841	4778,68492	18704,49036	23483,17528	OK
12/09/2024 13:00	Nen	Barcelona	Vall d'Hebron	8,540437996	5270,218998	21991,62784	27261,84684	OK
12/09/2024 13:40	Nen	Barcelona	Sant Joan de Déu	9,313161184	5656,580592	23981,39005	29637,97064	OK
12/09/2024 15:00	Manyo	Zaragoza	Quirón	7,307122831	4653,561416	18085,12901	22738,69042	OK
12/09/2024 15:40	Manyo	Zaragoza	Nuestra Señora	7,36564439	4682,822195	18229,96986	22912,79206	OK
12/09/2024 16:30	Manyo	Zaragoza	Royo Villanova	8,120197796	5060,098898	18270,44504	23330,54394	OK
12/09/2024 17:00	Manyo	Zaragoza	Miguel Servet	8,74530431	5372,652155	21644,62817	27017,28032	OK
12/09/2024 17:40	Manyo	Zaragoza	Ernest Lluch	8,170386199	5085,193099	20221,70584	25306,89894	OK
12/09/2024 12:00	Alicantino	Alicante	General de Alicante	9,99	5995	24725,25	30720,25	OK
12/09/2024 12:40	Alicantino	Alicante	San Juan	7,017760767	4508,880384	19123,39809	23632,27847	OK
12/09/2024 13:20	Alicantino	Alicante	Perpetuo Socorro	8,472993095	5236,496547	20970,65791	26207,15446	OK
12/09/2024 14:00	Alicantino	Alicante	Vinalopó	8,204648818	5102,324409	18460,45984	23562,78425	OK
12/09/2024 14:40	Alicantino	Alicante	IMED	9,308504976	5654,252488	23038,54981	28692,8023	OK
12/09/2024 15:00	Gijonés	Gijon	Covadonga	7,013550321	4506,775161	18235,23084	22742,006	OK
12/09/2024 15:40	Gijonés	Gijon	Gijón Salud	9,046900199	5523,4501	22391,07799	27914,52809	OK
12/09/2024 16:30	Gijonés	Gijon	Cabueñes	8,885769075	5442,884538	20215,12465	25658,00918	OK
12/09/2024 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
12/09/2024 17:40	Gijonés	Gijon	Begona	7,477406076	4738,703038	17198,03397	21936,73701	OK
27/09/2024 12:00	Chulapo	Madrid	Doce de Octubre	8,656136841	5328,06842	21423,93868	26752,0071	OK
27/09/2024 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
27/09/2024 13:30	Chulapo	Madrid	Infanta Sofía	7,074672339	4537,336169	17509,81404	22047,15021	OK
27/09/2024 14:00	Chulapo	Madrid	San Carlos	9,020659608	5510,329804	22100,61604	27610,94584	OK
27/09/2024 14:40	Chulapo	Madrid	La Paz	8,330345224	5165,172612	20617,60443	25782,77704	OK
27/09/2024 11:00	Nen	Barcelona	Bellvitge	10,38424769	6192,123844	23624,16349	29816,28733	OK
27/09/2024 11:40	Nen	Barcelona	Clínic	7,522513885	4761,256942	19558,5361	24319,79304	OK
27/09/2024 12:20	Nen	Barcelona	Del Mar	7,481796142	4740,898071	18517,44545	23258,34352	OK
27/09/2024 13:00	Nen	Barcelona	Vall d'Hebron	8,711246756	5355,623378	22431,4604	27787,08378	OK
27/09/2024 13:40	Nen	Barcelona	Sant Joan de Déu	9,313161184	5656,580592	23981,39005	29637,97064	OK
27/09/2024 15:00	Manyo	Zaragoza	Quirón	7,38019406	4690,09703	18265,9803	22956,07733	OK
27/09/2024 15:40	Manyo	Zaragoza	Nuestra Señora	7,36564439	4682,822195	18229,96986	22912,79206	OK
27/09/2024 16:30	Manyo	Zaragoza	Royo Villanova	7,95779384	4978,89692	17905,03614	22883,93306	OK
27/09/2024 17:00	Manyo	Zaragoza	Miguel Servet	8,570398223	5285,199112	21211,7356	26496,93471	OK
27/09/2024 17:40	Manyo	Zaragoza	Ernest Lluch	8,252090061	5126,04503	20423,9229	25549,96793	OK
27/09/2024 12:00	Alicantino	Alicante	General de Alicante	9,99	5995	24725,25	30720,25	OK
27/09/2024 12:40	Alicantino	Alicante	San Juan	6,94758316	4473,79158	18932,16411	23405,95569	OK
27/09/2024 13:20	Alicantino	Alicante	Perpetuo Socorro	8,557723026	5278,861513	21180,36449	26459,226	OK
27/09/2024 14:00	Alicantino	Alicante	Vinalopó	8,204648818	5102,324409	18460,45984	23562,78425	OK
27/09/2024 14:40	Alicantino	Alicante	IMED	9,494675075	5747,337538	23499,32081	29246,65835	OK
27/09/2024 15:00	Gijonés	Gijon	Covadonga	7,083685825	4541,842912	18417,58314	22959,42606	OK
27/09/2024 15:40	Gijonés	Gijon	Gijón Salud	9,445962195	5722,981098	23378,75643	29101,73753	OK
27/09/2024 16:30	Gijonés	Gijon	Cabueñes	8,796911384	5398,455692	20012,9734	25411,42909	OK
27/09/2024 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
27/09/2024 17:40	Gijonés	Gijon	Begona	7,327857954	4663,928977	16854,07329	21518,00227	OK
12/10/2024 12:00	Chulapo	Madrid	Doce de Octubre	8,829259577	5414,629789	21852,41745	27267,04724	OK
12/10/2024 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
12/10/2024 13:30	Chulapo	Madrid	Infanta Sofía	7,216165786	4608,082893	17860,01032	22468,09321	OK
12/10/2024 14:00	Chulapo	Madrid	San Carlos	8,930453011	5465,226506	21879,60988	27344,83638	OK
12/10/2024 14:40	Chulapo	Madrid	La Paz	8,247041772	5123,520886	20411,42839	25534,94927	OK
12/10/2024 11:00	Nen	Barcelona	Bellvitge	10,59193264	6295,966321	24096,64676	30392,61308	OK
12/10/2024 11:40	Nen	Barcelona	Clínic	7,597739023	4798,869512	19754,12146	24552,99097	OK
12/10/2024 12:20	Nen	Barcelona	Del Mar	7,631432065	4815,716033	18887,79436	23703,51039	OK
12/10/2024 13:00	Nen	Barcelona	Vall d'Hebron	8,537021821	5268,510911	21982,83119	27251,3421	OK
12/10/2024 13:40	Nen	Barcelona	Sant Joan de Déu	9,406292796	5703,146398	24221,20395	29924,35035	OK
12/10/2024 15:00	Manyo	Zaragoza	Quirón	7,232590178	4616,295089	17900,66069	22516,95578	OK
12/10/2024 15:40	Manyo	Zaragoza	Nuestra Señora	7,291987946	4645,993973	18047,67017	22693,66414	OK
12/10/2024 16:30	Manyo	Zaragoza	Royo Villanova	8,037371779	5018,685889	18084,0865	23102,77239	OK
12/10/2024 17:00	Manyo	Zaragoza	Miguel Servet	8,741806188	5370,903094	21635,97032	27006,87341	OK
12/10/2024 17:40	Manyo	Zaragoza	Ernest Lluch	8,417131862	5208,565931	20832,40136	26040,96729	OK
12/10/2024 12:00	Alicantino	Alicante	General de Alicante	9,99	5995	24725,25	30720,25	OK
12/10/2024 12:40	Alicantino	Alicante	San Juan	6,94758316	4473,79158	18932,16411	23405,95569	OK
12/10/2024 13:20	Alicantino	Alicante	Perpetuo Socorro	8,386568565	5193,284283	20756,7572	25950,04148	OK
12/10/2024 14:00	Alicantino	Alicante	Vinalopó	8,12260233	5061,301165	18275,85524	23337,15641	OK
12/10/2024 14:40	Alicantino	Alicante	IMED	9,684568577	5842,284288	23969,30723	29811,59152	OK
12/10/2024 15:00	Gijonés	Gijon	Covadonga	7,225359541	4612,679771	18785,93481	23398,61458	OK
12/10/2024 15:40	Gijonés	Gijon	Gijón Salud	9,042881439	5521,44072	22381,13156	27902,57228	OK
12/10/2024 16:30	Gijonés	Gijon	Cabueñes	8,972849612	5486,424806	20413,23287	25899,65767	OK
12/10/2024 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
12/10/2024 17:40	Gijonés	Gijon	Begona	7,474415113	4737,207557	17191,15476	21928,36232	OK
27/10/2024 12:00	Chulapo	Madrid	Doce de Octubre	8,652674386	5326,337193	21415,3691	26741,7063	OK
27/10/2024 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
27/10/2024 13:30	Chulapo	Madrid	Infanta Sofía	7,216165786	4608,082893	17860,01032	22468,09321	OK
27/10/2024 14:00	Chulapo	Madrid	San Carlos	9,019757542	5509,878771	22098,40598	27608,28475	OK
27/10/2024 14:40	Chulapo	Madrid	La Paz	8,411982608	5205,991304	20819,65695	26025,64826	OK
27/10/2024 11:00	Nen	Barcelona	Bellvitge	10,38009399	6190,046994	23614,71382	29804,76082	OK
27/10/2024 11:40	Nen	Barcelona	Clínic	7,673716414	4836,858207	19951,66268	24788,52088	OK
27/10/2024 12:20	Nen	Barcelona	Del Mar	7,707746386	4853,873193	19076,6723	23930,5455	OK
27/10/2024 13:00	Nen	Barcelona	Vall d'Hebron	8,707762258	5353,881129	22422,48781	27776,36894	OK
27/10/2024 13:40	Nen	Barcelona	Sant Joan de Déu	9,500355723	5750,177862	24463,41599	30213,59385	OK
27/10/2024 15:00	Manyo	Zaragoza	Quirón	7,30491608	4652,45804	18079,6673	22732,12534	OK
